Transaction ID,Customer ID,Merchant ID,Transaction Amount,Time of Transaction,Day of Transaction_cd,Day of Transaction,Product Category_cd,Product Category,Average Monthly Spending,Average Transaction Amount,Average Distance from Home,Number of Transactions in the last 24 hours,Average Time between Transactions in the last 24 hours,Number of Transactions in the last 7 days,Average Time between Transactions in the last 7 days,Distance Traveled in the last 24 hours,Number of Different Merchants Used in the last 24 hours,Number of Different Merchants Used in the last 7 days,Payment Method_cd,Payment Method,Bank Issuer_cd,Bank Issuer,Credit Score,Credit Limit,Account Age,Merchant Location_cd,Merchant Location,Customer Location_cd,Customer Location,Merchant Type_cd,Merchant Type,Customer Type_cd,Customer Type,Fraudulent Transaction,Fraudulent Transaction_cd
772458,507549,28959,69541,12:24:38,4,Thursday,4,Beauty & Personal Care,712,4841,133,12,12,95,1,5,11,77,5,Credit Card,17,JPMorgan Chase,767,19000,6,27,San Francisco,25,Hong Kong,4,Cosmetics Store,3,Regular,NO,0
867456,266491,83029,81278,07:30:29,5,Friday,6,Books and Stationery,1876,1800,58,12,8,30,1,32,1,19,10,Online Payment,12,Discover,812,22000,5,19,Illinois,31,Manchester,5,Department Store,1, One-time Shopper,YES,1
273177,571273,2074,53785,00:14:18,2,Tuesday,6,Books and Stationery,8508,5691,137,9,4,12,3,21,9,5,5,Credit Card,9,Citi,776,3000,9,14,Delhi,10,Arizona,5,Department Store,1, One-time Shopper,YES,1
578304,443472,71861,10107,11:57:46,7,Sunday,2, Electronics,2069,9316,64,10,4,85,1,10,2,76,1, Credit Card,20,Wells Fargo,512,71000,2,12,Chicago,34,Miami,19,Supermarket,2,Occasional,YES,1
119571,552994,67674,12765,06:05:50,7,Sunday,1, Clothing,9498,651,2,8,12,25,6,41,0,13,1, Credit Card,14,HSBC,898,67000,5,5, Paris,17,Chennai,15,Retail Store,1, One-time Shopper,YES,1
397609,374050,36605,60201,03:02:16,6,Saturday,18,Pet Supplies,221,2778,38,3,1,69,1,93,3,62,9,Net Banking,8,Chase,683,80000,5,30,Shanghai,23,Florida,2,Bookstore,1, One-time Shopper,YES,1
168897,407633,68474,1234,20:15:31,6,Saturday,18,Pet Supplies,2697,6571,132,9,2,18,7,3,2,11,7,E-wallet,3, TUV Bank,580,88000,9,9,Buenos Aires,10,Arizona,11,Office Supplies Store,1, One-time Shopper,YES,1
451502,499755,41788,71792,07:35:37,3,Wednesday,8,Fashion,6898,3824,42,4,23,24,5,21,3,3,4,Cash,10,Citibank,776,62000,1,26,Rio de Janeiro,10,Arizona,18,Specialty Store,3,Regular,YES,1
832512,509573,99936,61467,09:20:00,2,Tuesday,12,Home & Kitchen,6615,9412,49,10,1,12,1,89,1,11,6,Debit Card,19,TD Bank,571,78000,3,34,Washington,28,London,6,Drug Store,3,Regular,YES,1
354708,946043,67059,10333,14:50:10,5,Friday,20,Sports,3011,8836,19,11,9,69,1,63,5,39,4,Cash,19,TD Bank,761,71000,4,10,California,2, Berlin,3,Clothing Store,1, One-time Shopper,YES,1
591614,162911,56423,62867,03:19:45,6,Saturday,9,Food and Beverage,9325,6500,111,15,20,69,2,51,5,39,10,Online Payment,11,DEF Bank,685,55000,6,26,Rio de Janeiro,14,Boston,1, Online,2,Occasional,YES,1
413546,701769,2627,76400,20:04:37,6,Saturday,3, Health & Beauty,66,9397,100,12,2,12,8,26,10,10,9,Net Banking,2, LMN Bank,664,8000,2,34,Washington,11,Atlanta,5,Department Store,1, One-time Shopper,YES,1
750843,873573,22088,23221,19:19:26,1,Monday,6,Books and Stationery,5103,7540,10,14,15,30,1,93,11,3,8,Mobile Payment,3, TUV Bank,581,75000,10,6, Toronto,14,Boston,3,Clothing Store,1, One-time Shopper,NO,0
369712,466044,68388,31420,17:53:39,2,Tuesday,7,Electronics,5524,7826,122,9,5,2,25,12,5,1,9,Net Banking,1, JKL Bank,849,51000,7,24,New York,14,Boston,7,Electronics,1, One-time Shopper,YES,1
601557,976324,63449,99982,13:20:06,3,Wednesday,2, Electronics,4287,6751,42,5,21,73,2,63,1,47,5,Credit Card,5,Axis Bank,739,3000,4,2, London,17,Chennai,2,Bookstore,3,Regular,YES,1
136323,391043,67772,55402,00:56:38,3,Wednesday,13,Home and Garden,8216,3836,112,7,18,41,3,62,5,38,6,Debit Card,20,Wells Fargo,650,88000,6,33,Tokyo,26,Houston,11,Office Supplies Store,1, One-time Shopper,NO,0
497859,203414,62964,57369,04:31:44,4,Thursday,9,Food and Beverage,2715,1698,89,15,14,38,1,58,9,29,10,Online Payment,3, TUV Bank,804,2000,6,21,Los Angeles,23,Florida,9,Hardware,2,Occasional,YES,1
821930,406031,67112,60189,08:22:40,1,Monday,11,Grocery,1455,9772,80,6,23,52,2,46,5,15,10,Online Payment,10,Citibank,783,55000,7,3, Los Angeles,22,Denver,15,Retail Store,2,Occasional,YES,1
422870,578541,87680,16323,09:08:19,4,Thursday,4,Beauty & Personal Care,8168,592,41,9,9,96,1,11,6,93,5,Credit Card,18,SBI,569,51000,7,22,Miami,9,"Anaheim, CA",12,Online,2,Occasional,YES,1
634568,241214,40638,86272,00:03:15,2,Tuesday,16,Home Improvement,8246,8258,108,1,6,6,12,40,0,1,1, Credit Card,16,JP Morgan,550,45000,5,6, Toronto,29,"Long Beach, CA",6,Drug Store,3,Regular,YES,1
526224,491859,76226,42876,21:51:51,1,Monday,3, Health & Beauty,9873,3778,7,15,4,96,1,16,9,23,4,Cash,12,Discover,876,18000,4,11,Chennai,31,Manchester,7,Electronics,3,Regular,YES,1
605812,997310,41840,46734,20:46:22,1,Monday,2, Electronics,2632,6986,122,10,2,82,2,8,3,55,8,Mobile Payment,3, TUV Bank,749,28000,2,21,Los Angeles,30,Los Angeles,13,Pharmacy,3,Regular,YES,1
322782,445406,33058,79174,18:44:26,3,Wednesday,3, Health & Beauty,6192,7165,16,1,11,33,5,24,0,3,6,Debit Card,2, LMN Bank,689,16000,2,12,Chicago,14,Boston,13,Pharmacy,1, One-time Shopper,NO,0
482951,328291,33351,99907,13:52:10,2,Tuesday,8,Fashion,3511,8648,139,4,20,83,2,53,0,33,4,Cash,13,HDFC Bank,826,6000,7,26,Rio de Janeiro,18,Chicago,15,Retail Store,3,Regular,YES,1
417458,891094,55263,99694,14:18:04,7,Sunday,9,Food and Beverage,8655,6487,11,11,20,19,8,75,8,19,1, Credit Card,12,Discover,726,80000,6,16,Florida,5, Manchester,5,Department Store,3,Regular,NO,0
569886,702461,99924,13457,15:02:49,7,Sunday,3, Health & Beauty,7854,328,1,8,13,82,2,73,6,5,4,Cash,1, JKL Bank,559,47000,5,19,Illinois,34,Miami,10,Home Store,2,Occasional,YES,1
492571,391404,25206,83685,15:39:17,6,Saturday,12,Home & Kitchen,8288,7509,84,14,12,63,2,11,4,41,5,Credit Card,10,Citibank,872,37000,1,28,Sao Paulo,4, Japan,11,Office Supplies Store,1, One-time Shopper,YES,1
266894,438829,99648,68921,01:15:40,7,Sunday,1, Clothing,58,2937,30,10,4,38,4,35,8,38,5,Credit Card,11,DEF Bank,711,44000,9,12,Chicago,11,Atlanta,18,Specialty Store,3,Regular,NO,0
184892,238214,30765,44121,15:31:28,1,Monday,18,Pet Supplies,4357,1957,136,13,12,27,5,89,13,21,9,Net Banking,5,Axis Bank,522,38000,2,3, Los Angeles,22,Denver,16,Retailer,2,Occasional,NO,0
254182,742506,96479,14942,07:19:06,2,Tuesday,13,Home and Garden,2347,4301,121,13,8,42,3,32,8,20,4,Cash,2, LMN Bank,799,52000,4,17,Hong Kong,31,Manchester,14,Restaurant,2,Occasional,NO,0
395583,980235,95563,11801,20:07:29,6,Saturday,8,Fashion,8278,8578,101,6,6,2,8,2,4,1,9,Net Banking,7,Barclays,894,39000,2,22,Miami,29,"Long Beach, CA",15,Retail Store,1, One-time Shopper,NO,0
329185,584351,96968,43806,19:12:30,7,Sunday,12,Home & Kitchen,1460,6489,84,2,14,43,3,82,0,8,1, Credit Card,15,ICICI Bank,524,75000,1,28,Sao Paulo,20,Dallas,14,Restaurant,3,Regular,NO,0
218563,894869,87573,59184,02:43:23,6,Saturday,17,Office Supplies,4569,4112,6,3,16,45,1,41,3,20,2, Debit Card,2, LMN Bank,861,50000,10,22,Miami,27,Illinois,14,Restaurant,3,Regular,YES,1
890141,903029,22881,38363,14:45:22,1,Monday,20,Sports,1863,5151,7,12,7,100,1,88,2,95,1, Credit Card,11,DEF Bank,706,70000,1,25,Paris,11,Atlanta,16,Retailer,2,Occasional,NO,0
676322,551246,76863,1652,20:56:35,4,Thursday,20,Sports,2135,5193,47,14,22,22,3,78,0,6,8,Mobile Payment,3, TUV Bank,535,3000,1,12,Chicago,30,Los Angeles,7,Electronics,2,Occasional,NO,0
320718,587303,86011,51947,04:29:30,6,Saturday,10,Furniture,773,6089,150,6,10,83,1,79,5,57,6,Debit Card,18,SBI,707,72000,5,5, Paris,20,Dallas,15,Retail Store,2,Occasional,YES,1
225299,455823,30405,28551,13:01:11,4,Thursday,7,Electronics,7796,4003,108,15,14,97,1,83,12,19,9,Net Banking,8,Chase,520,84000,9,26,Rio de Janeiro,4, Japan,6,Drug Store,1, One-time Shopper,NO,0
960835,430988,93551,86335,02:39:15,6,Saturday,19,Pharmacy,4016,3495,40,2,12,19,7,33,2,12,8,Mobile Payment,10,Citibank,513,50000,7,24,New York,33,Mexico,6,Drug Store,3,Regular,YES,1
321460,152073,55414,99785,17:52:05,6,Saturday,10,Furniture,2483,4279,122,2,10,33,2,22,0,30,1, Credit Card,12,Discover,524,57000,5,26,Rio de Janeiro,27,Illinois,17,Salon,2,Occasional,YES,1
440308,460449,65646,66719,16:34:53,3,Wednesday,7,Electronics,9741,5222,17,10,18,22,4,70,7,17,1, Credit Card,15,ICICI Bank,755,21000,1,17,Hong Kong,21,Delhi,16,Retailer,2,Occasional,NO,0
801430,872353,31954,16838,03:14:33,3,Wednesday,13,Home and Garden,8195,1192,31,12,21,23,1,15,6,3,6,Debit Card,6,Bank of America,746,45000,5,14,Delhi,13,Bangalore,14,Restaurant,1, One-time Shopper,YES,1
435866,161744,32248,7427,10:38:20,2,Tuesday,3, Health & Beauty,9458,7814,69,6,2,56,1,6,5,17,1, Credit Card,2, LMN Bank,685,75000,7,10,California,17,Chennai,11,Office Supplies Store,1, One-time Shopper,NO,0
622826,484244,75906,71883,21:48:17,7,Sunday,11,Grocery,5926,9790,16,8,12,3,17,16,3,2,3, Mobile Payment,14,HSBC,633,38000,3,10,California,29,"Long Beach, CA",10,Home Store,3,Regular,NO,0
985739,301278,52302,36138,15:51:05,2,Tuesday,9,Food and Beverage,2944,8183,33,10,8,62,1,63,1,50,6,Debit Card,13,HDFC Bank,712,86000,8,10,California,17,Chennai,17,Salon,3,Regular,YES,1
439349,321049,67946,65496,22:21:00,5,Friday,12,Home & Kitchen,5316,2397,105,4,12,46,1,96,4,17,9,Net Banking,8,Chase,587,41000,2,14,Delhi,5, Manchester,19,Supermarket,3,Regular,YES,1
296730,467460,25956,23926,14:10:27,7,Sunday,10,Furniture,4079,5133,49,2,10,80,1,5,2,78,7,E-wallet,12,Discover,784,35000,9,14,Delhi,12,Austin,8,Furniture Store,2,Occasional,YES,1
388290,201163,76370,49182,17:51:48,3,Wednesday,5,Books,3575,205,15,10,10,21,3,12,1,5,6,Debit Card,15,ICICI Bank,814,45000,9,19,Illinois,28,London,9,Hardware,3,Regular,YES,1
733041,638101,99302,66432,03:20:06,5,Friday,13,Home and Garden,5942,8261,5,4,2,44,3,76,2,41,2, Debit Card,2, LMN Bank,589,68000,6,5, Paris,6, Miami,11,Office Supplies Store,2,Occasional,NO,0
751200,159389,32076,40919,06:35:57,1,Monday,8,Fashion,8402,7860,88,14,23,39,2,17,0,28,5,Credit Card,2, LMN Bank,892,17000,5,19,Illinois,18,Chicago,17,Salon,1, One-time Shopper,NO,0
741359,609944,11053,93021,16:39:48,7,Sunday,13,Home and Garden,2549,4639,49,6,23,70,1,72,5,32,6,Debit Card,3, TUV Bank,664,85000,5,31,Singapore,2, Berlin,15,Retail Store,2,Occasional,NO,0
156987,550039,56090,54816,19:49:02,6,Saturday,20,Sports,5249,2415,109,1,7,68,2,60,0,10,2, Debit Card,1, JKL Bank,809,29000,4,13,Dallas,30,Los Angeles,12,Online,2,Occasional,NO,0
180892,908853,64967,4600,01:08:56,7,Sunday,13,Home and Garden,4769,6283,2,2,12,34,2,56,1,16,4,Cash,10,Citibank,549,85000,1,3, Los Angeles,10,Arizona,17,Salon,3,Regular,YES,1
600195,737618,33037,69233,20:00:03,3,Wednesday,8,Fashion,1261,2212,37,5,22,85,1,92,2,46,8,Mobile Payment,12,Discover,737,74000,8,18,Houston,32,Massachusetts,1, Online,2,Occasional,YES,1
546623,917306,46569,43709,15:53:51,2,Tuesday,7,Electronics,7438,5613,9,12,1,67,2,57,7,35,3, Mobile Payment,19,TD Bank,552,9000,9,5, Paris,29,"Long Beach, CA",7,Electronics,1, One-time Shopper,NO,0
121678,718063,73913,60224,13:21:42,6,Saturday,18,Pet Supplies,8729,9923,42,15,22,21,1,85,1,12,9,Net Banking,18,SBI,514,39000,10,33,Tokyo,25,Hong Kong,12,Online,1, One-time Shopper,NO,0
595305,966961,97693,27791,22:57:56,6,Saturday,14,Home Appliances,9352,5948,33,15,15,77,2,59,0,54,2, Debit Card,4,AMEX,507,55000,5,17,Hong Kong,11,Atlanta,8,Furniture Store,2,Occasional,YES,1
866798,281355,75910,31458,07:28:25,7,Sunday,11,Grocery,5317,5235,24,1,5,21,1,53,0,10,2, Debit Card,9,Citi,707,5000,6,12,Chicago,28,London,16,Retailer,1, One-time Shopper,YES,1
794310,491977,96129,95568,03:43:16,4,Thursday,1, Clothing,3948,6820,36,11,19,14,5,90,8,13,3, Mobile Payment,5,Axis Bank,557,84000,4,2, London,2, Berlin,17,Salon,2,Occasional,YES,1
512640,413588,15160,32615,07:22:43,2,Tuesday,15,Home Decor,4863,1754,108,9,11,43,2,19,5,6,10,Online Payment,11,DEF Bank,715,48000,4,18,Houston,18,Chicago,8,Furniture Store,1, One-time Shopper,NO,0
577488,812198,7831,18014,20:46:34,4,Thursday,8,Fashion,4851,8339,9,8,6,82,2,32,8,42,10,Online Payment,6,Bank of America,680,30000,4,1, Dubai,14,Boston,19,Supermarket,3,Regular,YES,1
244344,200452,16825,59049,12:32:55,4,Thursday,9,Food and Beverage,9897,3917,137,11,20,35,3,91,7,31,3, Mobile Payment,15,ICICI Bank,647,5000,9,32,Texas,22,Denver,17,Salon,1, One-time Shopper,YES,1
579460,457108,77710,40267,03:22:44,6,Saturday,9,Food and Beverage,8396,8498,54,7,19,47,2,58,7,13,2, Debit Card,11,DEF Bank,706,19000,3,24,New York,8, Vancouver,15,Retail Store,2,Occasional,NO,0
324871,362379,34387,20583,12:19:20,6,Saturday,18,Pet Supplies,6823,2607,12,7,11,63,2,96,2,23,9,Net Banking,20,Wells Fargo,615,48000,2,18,Houston,9,"Anaheim, CA",15,Retail Store,1, One-time Shopper,YES,1
533832,590123,91797,42826,00:47:35,2,Tuesday,2, Electronics,1031,8796,22,4,8,94,1,61,1,50,6,Debit Card,1, JKL Bank,638,90000,3,32,Texas,7, San Francisco,2,Bookstore,3,Regular,NO,0
197528,296387,62060,35989,16:49:18,6,Saturday,3, Health & Beauty,7898,2423,7,2,20,22,5,75,0,19,2, Debit Card,15,ICICI Bank,860,64000,6,5, Paris,2, Berlin,5,Department Store,1, One-time Shopper,NO,0
437056,797717,82639,40919,05:24:48,6,Saturday,8,Fashion,4579,7086,83,3,23,4,38,23,2,1,3, Mobile Payment,2, LMN Bank,867,86000,8,22,Miami,34,Miami,10,Home Store,3,Regular,NO,0
384871,390391,32016,15048,21:23:51,5,Friday,20,Sports,5999,7826,54,12,18,100,1,57,10,34,4,Cash,4,AMEX,676,34000,3,33,Tokyo,7, San Francisco,15,Retail Store,2,Occasional,YES,1
613931,562254,29246,55526,12:17:08,4,Thursday,18,Pet Supplies,9257,6955,139,6,10,27,1,30,2,1,5,Credit Card,10,Citibank,724,85000,4,34,Washington,1, Abu Dhabi,4,Cosmetics Store,3,Regular,YES,1
974297,200464,36614,61168,10:34:28,7,Sunday,12,Home & Kitchen,166,2528,112,2,7,76,2,36,2,70,2, Debit Card,18,SBI,758,4000,10,33,Tokyo,17,Chennai,8,Furniture Store,1, One-time Shopper,NO,0
474424,381393,42850,15163,02:08:08,4,Thursday,15,Home Decor,5746,8001,25,3,10,11,4,91,3,3,1, Credit Card,5,Axis Bank,618,64000,10,9,Buenos Aires,14,Boston,12,Online,3,Regular,YES,1
786556,162207,77885,91628,06:28:40,3,Wednesday,17,Office Supplies,5659,2303,43,5,7,84,1,39,1,26,2, Debit Card,10,Citibank,891,86000,5,19,Illinois,17,Chennai,19,Supermarket,1, One-time Shopper,NO,0
417166,195973,74607,45847,08:09:18,2,Tuesday,7,Electronics,3804,2524,126,13,11,91,1,30,8,11,2, Debit Card,19,TD Bank,558,42000,8,31,Singapore,23,Florida,10,Home Store,3,Regular,YES,1
639865,482019,28243,6600,11:03:05,6,Saturday,20,Sports,254,9129,80,15,8,18,1,24,10,16,6,Debit Card,9,Citi,892,64000,1,17,Hong Kong,17,Chennai,18,Specialty Store,3,Regular,NO,0
950354,703541,14042,39536,11:05:30,4,Thursday,10,Furniture,9305,1419,18,10,1,72,1,85,3,37,8,Mobile Payment,10,Citibank,506,66000,3,33,Tokyo,3, Brazil,4,Cosmetics Store,1, One-time Shopper,NO,0
893927,415779,64502,17645,05:41:02,2,Tuesday,13,Home and Garden,5921,8714,38,2,11,88,1,5,2,21,6,Debit Card,18,SBI,722,33000,10,11,Chennai,17,Chennai,8,Furniture Store,1, One-time Shopper,YES,1
558304,328020,49159,31306,05:57:31,3,Wednesday,8,Fashion,5305,7556,141,14,22,32,4,98,1,14,9,Net Banking,4,AMEX,818,82000,5,6, Toronto,5, Manchester,2,Bookstore,3,Regular,NO,0
632801,156202,38002,80306,21:17:10,1,Monday,11,Grocery,4028,9792,128,4,9,93,1,76,3,66,2, Debit Card,12,Discover,540,46000,7,29,Seattle,34,Miami,19,Supermarket,2,Occasional,YES,1
636433,866419,62596,98416,11:14:10,3,Wednesday,14,Home Appliances,5683,7419,57,13,20,38,2,71,8,37,3, Mobile Payment,1, JKL Bank,821,27000,4,13,Dallas,34,Miami,6,Drug Store,2,Occasional,NO,0
489679,159113,7464,24578,19:33:05,1,Monday,13,Home and Garden,765,9577,68,9,2,84,1,62,5,61,9,Net Banking,17,JPMorgan Chase,578,55000,10,17,Hong Kong,21,Delhi,9,Hardware,3,Regular,NO,0
947854,841349,37241,99190,19:42:53,2,Tuesday,4,Beauty & Personal Care,9863,5658,112,1,17,86,1,11,1,70,10,Online Payment,5,Axis Bank,601,79000,8,3, Los Angeles,14,Boston,1, Online,2,Occasional,NO,0
236055,419734,38131,98074,00:13:24,2,Tuesday,11,Grocery,7009,4308,80,4,14,40,4,89,3,39,9,Net Banking,12,Discover,633,17000,2,34,Washington,2, Berlin,7,Electronics,3,Regular,YES,1
680867,336233,21584,77145,23:31:33,6,Saturday,13,Home and Garden,6798,8731,123,6,19,26,5,46,5,19,10,Online Payment,14,HSBC,854,82000,5,10,California,5, Manchester,15,Retail Store,2,Occasional,YES,1
813414,755733,75511,1516,20:26:03,1,Monday,11,Grocery,5576,3425,48,15,8,78,2,57,4,63,5,Credit Card,10,Citibank,866,29000,1,18,Houston,33,Mexico,16,Retailer,2,Occasional,NO,0
745588,835999,46904,68036,23:47:55,2,Tuesday,16,Home Improvement,4838,2431,68,2,6,48,2,58,1,14,4,Cash,12,Discover,737,41000,4,2, London,15,"Brooklyn, NY",19,Supermarket,3,Regular,NO,0
673805,324692,75345,40612,04:23:00,3,Wednesday,11,Grocery,9078,4074,72,7,11,10,9,79,1,6,9,Net Banking,6,Bank of America,818,80000,2,19,Illinois,9,"Anaheim, CA",13,Pharmacy,3,Regular,NO,0
373204,302070,5096,2999,10:10:01,1,Monday,19,Pharmacy,6232,8303,22,15,16,78,2,19,9,48,3, Mobile Payment,2, LMN Bank,811,11000,8,9,Buenos Aires,6, Miami,13,Pharmacy,1, One-time Shopper,YES,1
197057,857980,32715,56957,02:31:50,7,Sunday,19,Pharmacy,2913,6728,122,12,6,39,1,29,0,5,7,E-wallet,17,JPMorgan Chase,873,32000,6,27,San Francisco,7, San Francisco,4,Cosmetics Store,2,Occasional,YES,1
179845,611261,98978,50293,14:04:48,2,Tuesday,8,Fashion,9635,4274,61,2,20,18,9,43,0,13,1, Credit Card,9,Citi,661,48000,7,34,Washington,15,"Brooklyn, NY",16,Retailer,2,Occasional,NO,0
930324,243592,83199,63290,17:05:17,1,Monday,11,Grocery,6681,7911,111,5,19,86,1,39,2,43,6,Debit Card,2, LMN Bank,837,53000,10,31,Singapore,19,Colorado,7,Electronics,2,Occasional,NO,0
224554,861002,83507,42660,19:23:53,5,Friday,12,Home & Kitchen,7309,4141,35,2,5,1,67,73,0,1,4,Cash,14,HSBC,888,50000,6,4, New York,25,Hong Kong,6,Drug Store,3,Regular,NO,0
595185,121811,19151,37954,08:16:35,5,Friday,19,Pharmacy,3584,6118,130,11,22,25,5,22,9,16,2, Debit Card,1, JKL Bank,600,56000,6,24,New York,6, Miami,9,Hardware,3,Regular,NO,0
787623,980170,90221,4369,03:32:35,1,Monday,9,Food and Beverage,2977,1673,115,15,19,31,3,17,2,10,6,Debit Card,10,Citibank,649,22000,8,5, Paris,11,Atlanta,5,Department Store,1, One-time Shopper,YES,1
733443,896295,87860,8680,16:56:33,7,Sunday,14,Home Appliances,4202,5434,43,6,5,78,1,2,5,20,8,Mobile Payment,4,AMEX,555,7000,8,7,Bangalore,17,Chennai,12,Online,1, One-time Shopper,NO,0
974439,801499,69246,34246,04:42:06,5,Friday,16,Home Improvement,2977,1345,90,6,21,82,1,24,0,38,3, Mobile Payment,6,Bank of America,625,24000,2,10,California,3, Brazil,19,Supermarket,3,Regular,YES,1
953388,783102,92224,21277,00:25:12,7,Sunday,14,Home Appliances,3949,6104,147,3,9,96,1,21,1,91,1, Credit Card,10,Citibank,847,26000,3,33,Tokyo,28,London,19,Supermarket,3,Regular,NO,0
878620,355992,82318,58095,12:58:38,2,Tuesday,5,Books,4462,7740,34,12,11,54,3,50,0,33,4,Cash,19,TD Bank,707,48000,9,17,Hong Kong,31,Manchester,18,Specialty Store,3,Regular,YES,1
230205,441990,64781,82745,15:09:21,4,Thursday,19,Pharmacy,2207,675,58,13,14,44,2,82,7,32,4,Cash,7,Barclays,823,29000,3,22,Miami,10,Arizona,2,Bookstore,1, One-time Shopper,NO,0
379464,909922,44508,89833,12:30:46,2,Tuesday,3, Health & Beauty,7154,4102,13,9,16,9,8,26,1,3,4,Cash,1, JKL Bank,682,40000,6,14,Delhi,5, Manchester,6,Drug Store,3,Regular,NO,0
966458,551666,21364,56426,19:20:59,4,Thursday,2, Electronics,209,4564,49,8,10,24,6,84,8,19,9,Net Banking,16,JP Morgan,556,85000,7,19,Illinois,6, Miami,11,Office Supplies Store,2,Occasional,NO,0
645242,147939,90522,19271,03:08:11,1,Monday,9,Food and Beverage,5160,1394,107,13,10,37,3,28,7,21,1, Credit Card,1, JKL Bank,734,14000,10,5, Paris,32,Massachusetts,5,Department Store,1, One-time Shopper,NO,0
614912,141520,51168,30668,00:03:05,7,Sunday,18,Pet Supplies,8165,3093,36,14,1,62,1,77,0,49,4,Cash,4,AMEX,534,31000,5,20,London,11,Atlanta,8,Furniture Store,3,Regular,YES,1
873832,833982,86249,28710,18:54:59,4,Thursday,16,Home Improvement,3416,9520,38,2,7,35,1,43,0,4,2, Debit Card,8,Chase,574,78000,2,13,Dallas,28,London,5,Department Store,2,Occasional,YES,1
366468,179749,64792,23831,18:27:55,7,Sunday,5,Books,5773,4640,68,10,17,24,7,28,9,15,1, Credit Card,10,Citibank,677,32000,3,24,New York,34,Miami,14,Restaurant,1, One-time Shopper,NO,0
147562,779167,12837,62045,15:21:22,3,Wednesday,4,Beauty & Personal Care,4127,3776,112,11,17,78,2,43,6,15,4,Cash,6,Bank of America,627,81000,9,17,Hong Kong,6, Miami,3,Clothing Store,2,Occasional,YES,1
359222,627114,95054,43098,20:47:25,1,Monday,1, Clothing,7237,7521,11,1,2,22,7,26,0,8,3, Mobile Payment,16,JP Morgan,717,18000,6,15,Denver,28,London,13,Pharmacy,1, One-time Shopper,YES,1
419807,929290,51439,77474,18:45:59,5,Friday,19,Pharmacy,799,4602,116,11,1,75,1,37,7,56,2, Debit Card,18,SBI,687,89000,8,9,Buenos Aires,18,Chicago,2,Bookstore,1, One-time Shopper,YES,1
738795,418416,75868,99040,15:35:11,2,Tuesday,3, Health & Beauty,7475,1926,22,14,15,59,1,95,4,38,8,Mobile Payment,16,JP Morgan,733,47000,4,30,Shanghai,9,"Anaheim, CA",8,Furniture Store,2,Occasional,YES,1
834117,330054,81813,99914,08:16:02,1,Monday,20,Sports,58,4158,39,12,17,75,2,14,6,74,8,Mobile Payment,19,TD Bank,764,7000,9,30,Shanghai,28,London,18,Specialty Store,3,Regular,YES,1
227092,261286,29292,48101,06:10:26,7,Sunday,1, Clothing,6018,77,44,13,13,77,2,99,10,74,4,Cash,11,DEF Bank,635,48000,7,23,Mumbai,24,Georgia,17,Salon,2,Occasional,YES,1
522880,878838,73626,84354,12:27:43,6,Saturday,7,Electronics,7685,2968,101,13,23,4,4,75,0,3,10,Online Payment,5,Axis Bank,577,15000,5,16,Florida,20,Dallas,8,Furniture Store,3,Regular,YES,1
112377,994399,26669,25990,04:14:51,2,Tuesday,11,Grocery,7498,5848,108,7,1,51,2,21,7,6,5,Credit Card,5,Axis Bank,734,2000,5,15,Denver,19,Colorado,13,Pharmacy,2,Occasional,NO,0
216690,143338,41421,98073,20:24:53,3,Wednesday,2, Electronics,5185,1185,37,1,19,88,1,27,0,74,10,Online Payment,12,Discover,648,32000,4,30,Shanghai,21,Delhi,8,Furniture Store,1, One-time Shopper,YES,1
187031,406431,11015,44504,00:58:45,4,Thursday,5,Books,8868,9204,51,12,16,10,8,99,11,5,7,E-wallet,9,Citi,590,35000,6,15,Denver,7, San Francisco,1, Online,1, One-time Shopper,NO,0
263482,884327,69242,81623,21:50:11,3,Wednesday,2, Electronics,9279,1197,148,4,1,35,3,79,0,5,9,Net Banking,17,JPMorgan Chase,893,38000,8,9,Buenos Aires,22,Denver,17,Salon,2,Occasional,YES,1
132806,605562,13229,43364,12:20:03,2,Tuesday,17,Office Supplies,8803,2068,42,10,15,88,1,47,9,80,2, Debit Card,17,JPMorgan Chase,791,68000,3,16,Florida,11,Atlanta,4,Cosmetics Store,3,Regular,YES,1
303622,712838,11849,1379,05:15:33,2,Tuesday,15,Home Decor,6551,9791,89,7,7,33,1,37,3,2,1, Credit Card,3, TUV Bank,877,84000,6,34,Washington,10,Arizona,5,Department Store,2,Occasional,YES,1
769144,338632,35754,12660,06:03:49,2,Tuesday,2, Electronics,661,3099,141,14,6,58,2,71,1,5,3, Mobile Payment,6,Bank of America,606,44000,9,9,Buenos Aires,2, Berlin,19,Supermarket,3,Regular,YES,1
249583,717994,44568,5837,10:57:34,7,Sunday,13,Home and Garden,6240,2112,109,13,23,76,1,29,13,76,8,Mobile Payment,7,Barclays,790,36000,2,20,London,30,Los Angeles,5,Department Store,1, One-time Shopper,YES,1
784823,543314,33099,8206,00:55:50,1,Monday,16,Home Improvement,7480,4642,115,2,7,10,1,47,0,6,5,Credit Card,13,HDFC Bank,520,44000,2,16,Florida,13,Bangalore,18,Specialty Store,3,Regular,NO,0
985594,389783,89334,23553,04:38:36,4,Thursday,9,Food and Beverage,8735,2729,9,9,1,77,1,98,6,46,5,Credit Card,9,Citi,732,15000,10,24,New York,21,Delhi,13,Pharmacy,1, One-time Shopper,NO,0
